"OPEN","CLOSE","HIGH","LOW","VOLUME","Date"
20130,20275,20280,20085,91760,"2013-03-26"
20290,20260,20335,20215,87854,"2013-03-27"
20300,20235,20300,20180,56008,"2013-03-28"
20150,20305,20400,20150,148130,"2013-03-29"
20285,20280,20330,20200,87602,"2013-04-01"
20295,20270,20350,20225,84780,"2013-04-02"
20305,20220,20320,20200,88396,"2013-04-03"
20180,20305,20310,20115,89014,"2013-04-08"
20250,20275,20310,20235,51874,"2013-04-09"
20270,20385,20390,20230,109032,"2013-04-10"
20370,20305,20425,20290,96228,"2013-04-11"
20285,20260,20370,20255,42074,"2013-04-12"
20240,20170,20290,20140,71592,"2013-04-15"
20105,20165,20185,20005,52976,"2013-04-16"
20175,20185,20230,20115,53830,"2013-04-17"
20150,20160,20280,20135,54952,"2013-04-18"
20180,19885,20185,19860,324646,"2013-04-19"
19915,19955,20015,19875,96574,"2013-04-22"
19975,19930,19990,19810,117436,"2013-04-23"
19900,19875,19950,19830,61678,"2013-04-24"
19820,19830,19850,19750,62982,"2013-04-25"
19830,19910,20030,19830,54232,"2013-04-26"
19835,19870,19910,19785,36680,"2013-05-02"
19900,19985,19995,19885,43796,"2013-05-03"
20040,20065,20100,20005,70894,"2013-05-06"
20120,20070,20145,20065,51848,"2013-05-07"
20080,20090,20130,20070,37306,"2013-05-08"
20110,20175,20175,20090,51676,"2013-05-09"
20180,20310,20345,20165,100386,"2013-05-10"
20280,20175,20290,20150,40222,"2013-05-13"
20175,20170,20200,20110,26814,"2013-05-14"
20190,20145,20270,20120,42522,"2013-05-15"
20180,20120,20180,20100,19602,"2013-05-16"
20105,20165,20180,20100,17602,"2013-05-17"
20170,20240,20270,20170,24220,"2013-05-20"
20215,20210,20245,20155,13210,"2013-05-21"
20145,20165,20200,20130,9434,"2013-05-22"
20160,20150,20170,20130,10414,"2013-05-23"
20130,20155,20160,20125,8018,"2013-05-24"
20140,20150,20220,20120,11060,"2013-05-27"
20160,20190,20215,20145,10576,"2013-05-28"
20185,20135,20195,20130,8104,"2013-05-29"
20115,20100,20130,20045,14238,"2013-05-30"
20110,20120,20130,20065,10570,"2013-05-31"
20080,20165,20165,20025,7670,"2013-06-03"
20250,20210,20260,20175,9004,"2013-06-04"
20215,20215,20250,20180,5332,"2013-06-05"
20180,20205,20220,20170,4146,"2013-06-06"
20220,20230,20250,20185,6722,"2013-06-07"
20090,20115,20140,20050,31368,"2013-06-13"
20140,20065,20155,20050,22094,"2013-06-14"
20000,19885,20030,19560,45560,"2013-06-17"
19900,19965,19980,19820,19316,"2013-06-18"
19925,19980,19980,19910,7194,"2013-06-19"
19970,19910,19980,19890,14122,"2013-06-20"
19885,19925,19950,19835,12836,"2013-06-21"
19920,19990,19995,19905,15192,"2013-06-24"
19950,20010,20025,19930,19164,"2013-06-25"
20045,20035,20055,20010,12974,"2013-06-26"
20000,20045,20050,19980,9978,"2013-06-27"
20035,19950,20100,19910,21688,"2013-06-28"
19940,19950,20000,19925,11028,"2013-07-01"
19985,19975,19985,19950,13214,"2013-07-02"
19975,19995,20030,19950,19620,"2013-07-03"
20020,20010,20030,19985,12670,"2013-07-04"
20000,19990,20050,19990,22384,"2013-07-05"
19955,20000,20055,19915,43530,"2013-07-08"
19980,19900,20030,19900,29478,"2013-07-09"
19905,19715,19920,19680,53028,"2013-07-10"
19730,19820,19875,19710,58958,"2013-07-11"
19745,19785,19840,19725,33242,"2013-07-12"
19750,19780,19820,19730,25190,"2013-07-15"
19795,19860,19860,19725,31920,"2013-07-16"
19825,19860,19885,19775,30434,"2013-07-17"
19825,19880,19915,19825,19906,"2013-07-18"
19905,19905,19945,19880,18646,"2013-07-19"
19890,19920,19930,19890,11938,"2013-07-22"
19925,19905,19935,19905,8792,"2013-07-23"
19925,19960,19960,19880,20810,"2013-07-24"
19965,19980,19985,19950,33772,"2013-07-25"
19980,19815,19985,19795,65208,"2013-07-26"
19830,19705,19900,19210,129702,"2013-07-29"
19660,19765,19780,19655,28882,"2013-07-30"
19750,19840,19840,19740,25630,"2013-07-31"
19840,19820,19865,19750,16418,"2013-08-01"
19820,19835,19840,19800,11724,"2013-08-02"
19825,19835,19850,19780,17866,"2013-08-05"
19835,19835,19835,19795,11194,"2013-08-06"
19830,19765,19835,19740,17066,"2013-08-07"
19810,19765,19835,19760,25678,"2013-08-08"
19790,19795,19820,19750,24826,"2013-08-09"
19800,19720,19805,19705,16252,"2013-08-12"
19745,19810,19840,19740,21070,"2013-08-13"
19840,19850,19885,19830,22834,"2013-08-14"
19820,19765,19860,19760,18782,"2013-08-15"
19755,19810,19820,19750,23160,"2013-08-16"
19860,19825,19860,19785,14606,"2013-08-19"
19815,19830,19860,19800,17732,"2013-08-20"
19705,19770,19790,19705,33354,"2013-08-21"
19720,19755,19775,19710,22992,"2013-08-22"
19750,19780,19780,19750,7186,"2013-08-23"
19760,19940,20510,19760,53310,"2013-08-26"
19840,19900,19940,19825,18362,"2013-08-27"
19960,19890,19960,19865,19088,"2013-08-28"
19915,19855,19930,19840,15224,"2013-08-29"
19840,19860,19890,19835,7130,"2013-08-30"
19860,19870,19880,19850,5500,"2013-09-02"
19870,19895,19905,19855,10182,"2013-09-03"
19865,19700,19885,19685,29042,"2013-09-04"
19700,19655,19730,19620,26386,"2013-09-05"
19630,19640,19695,19630,10166,"2013-09-06"
19665,19705,19720,19665,10268,"2013-09-09"
19720,19685,19750,19670,7272,"2013-09-10"
19695,19670,19710,19660,4934,"2013-09-11"
19665,19675,19685,19660,1814,"2013-09-12"
19700,19695,19705,19670,3922,"2013-09-13"
19690,19740,19745,19675,8972,"2013-09-16"
19730,19755,19825,19710,11698,"2013-09-17"
19770,19790,19810,19720,6520,"2013-09-18"
19735,19800,19800,19730,3334,"2013-09-23"
19800,19770,19810,19760,6324,"2013-09-24"
19780,19770,19790,19760,4536,"2013-09-25"
19780,19780,19785,19765,3568,"2013-09-26"
19780,19860,19910,19775,8882,"2013-09-27"
19870,19925,19950,19870,8690,"2013-09-30"
19875,19935,19940,19820,3982,"2013-10-08"
19910,19985,19995,19910,5624,"2013-10-09"
20030,19995,20035,19980,5026,"2013-10-10"
18905,18870,19045,18845,24352,"2013-10-11"
18925,18945,18980,18870,7072,"2013-10-14"
18965,18975,19015,18930,9448,"2013-10-15"
18975,18955,18990,18940,5120,"2013-10-16"
18925,18770,18960,18770,16462,"2013-10-17"
18775,18770,18840,18760,7380,"2013-10-18"
18750,18760,18790,18690,12068,"2013-10-21"
18750,18750,18820,18745,10264,"2013-10-22"
18725,18685,18765,18675,10388,"2013-10-23"
18650,18610,18650,18570,22226,"2013-10-24"
18540,18595,18640,18530,8938,"2013-10-25"
18600,18530,18630,18515,7130,"2013-10-28"
18500,18525,18575,18480,7526,"2013-10-29"
18525,18570,18595,18515,6758,"2013-10-30"
18550,18685,18690,18535,12700,"2013-10-31"
18645,18700,18700,18615,10332,"2013-11-01"
18665,18665,18695,18640,4938,"2013-11-04"
18645,18635,18680,18615,4510,"2013-11-05"
18605,18535,18645,18505,13074,"2013-11-06"
18565,18550,18595,18540,5548,"2013-11-07"
18550,18645,18650,18540,10166,"2013-11-08"
18680,18690,18720,18625,12226,"2013-11-11"
18700,18615,18700,18600,10716,"2013-11-12"
18615,18660,18665,18600,6618,"2013-11-13"
18660,18700,18705,18615,12804,"2013-11-14"
18660,18620,18675,18610,11266,"2013-11-15"
18630,18420,18630,18415,36404,"2013-11-18"
18385,18410,18440,18310,35640,"2013-11-19"
18550,18615,18635,18490,22126,"2013-11-21"
18505,18610,18610,18505,7214,"2013-11-22"
18595,18540,18595,18520,11308,"2013-11-25"
18550,18600,18625,18540,7912,"2013-11-26"
